,Year,Category,Prize,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country
165,1932,Chemistry,The Nobel Prize in Chemistry 1932,1/1,191,Individual,Irving Langmuir,1881-01-31,"Brooklyn, NY",United States of America,Male,General Electric Company,"Schenectady, NY",United States of America
166,1932,Literature,The Nobel Prize in Literature 1932,1/1,605,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,Male,Self,Self,Self
167,1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,1/2,323,Individual,Sir Charles Scott Sherrington,1857-11-27,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
168,1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,1/2,324,Individual,Edgar Douglas Adrian,1889-11-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
169,1932,Physics,The Nobel Prize in Physics 1932,1/1,38,Individual,Werner Karl Heisenberg,1901-12-05,Würzburg,Germany,Male,Leipzig University,Leipzig,Germany
170,1933,Literature,The Nobel Prize in Literature 1933,1/1,606,Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Male,Self,Self,Self
171,1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,1/1,325,Individual,Thomas Hunt Morgan,1866-09-25,"Lexington, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
172,1933,Peace,The Nobel Peace Prize 1933,1/1,498,Individual,Sir Norman Angell (Ralph Lane),1872-12-26,Holbeach,United Kingdom,Male,Self,Self,Self
173,1933,Physics,The Nobel Prize in Physics 1933,1/2,39,Individual,Erwin Schrödinger,1887-08-12,Vienna,Austria,Male,Berlin University,Berlin,Germany
174,1933,Physics,The Nobel Prize in Physics 1933,1/2,40,Individual,Paul Adrien Maurice Dirac,1902-08-08,Bristol,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
175,1934,Chemistry,The Nobel Prize in Chemistry 1934,1/1,192,Individual,Harold Clayton Urey,1893-04-29,"Walkerton, IN",United States of America,Male,Columbia University,"New York, NY",United States of America
176,1934,Literature,The Nobel Prize in Literature 1934,1/1,607,Individual,Luigi Pirandello,1867-06-28,"Agrigento, Sicily",Italy,Male,Self,Self,Self
177,1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,326,Individual,George Hoyt Whipple,1878-08-28,"Ashland, NH",United States of America,Male,University of Rochester,"Rochester, NY",United States of America
178,1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,327,Individual,George Richards Minot,1885-12-02,"Boston, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
179,1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,328,Individual,William Parry Murphy,1892-02-06,"Stoughton, WI",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
181,1934,Peace,The Nobel Peace Prize 1934,1/1,499,Individual,Arthur Henderson,1863-09-13,Glasgow,Scotland,Male,Self,Self,Self
182,1935,Chemistry,The Nobel Prize in Chemistry 1935,1/2,193,Individual,Frédéric Joliot,1900-03-19,Paris,France,Male,Institut du Radium,Paris,France
183,1935,Chemistry,The Nobel Prize in Chemistry 1935,1/2,194,Individual,Irène Joliot-Curie,1897-09-12,Paris,France,Female,Institut du Radium,Paris,France
184,1935,Medicine,The Nobel Prize in Physiology or Medicine 1935,1/1,329,Individual,Hans Spemann,1869-06-27,Stuttgart,W&uuml;rttemberg (Germany),Male,University of Freiburg im Breisgau,Breisgau,Germany
185,1935,Peace,The Nobel Peace Prize 1935,1/1,500,Individual,Carl von Ossietzky,1889-10-03,Hamburg,Germany,Male,Self,Self,Self
186,1935,Physics,The Nobel Prize in Physics 1935,1/1,41,Individual,James Chadwick,1891-10-20,Manchester,United Kingdom,Male,Liverpool University,Liverpool,United Kingdom
187,1936,Chemistry,The Nobel Prize in Chemistry 1936,1/1,195,Individual,Petrus (Peter) Josephus Wilhelmus Debye,1884-03-24,Maastricht,Netherlands,Male,Berlin University,Berlin,Germany
189,1936,Literature,The Nobel Prize in Literature 1936,1/1,608,Individual,Eugene Gladstone O'Neill,1888-10-16,"New York, NY",United States of America,Male,Self,Self,Self
190,1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,1/2,330,Individual,Sir Henry Hallett Dale,1875-06-09,London,United Kingdom,Male,National Institute for Medical Research,London,United Kingdom
191,1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,1/2,331,Individual,Otto Loewi,1873-06-03,Frankfurt-on-the-Main,Germany,Male,Graz University,Graz,Austria
192,1936,Peace,The Nobel Peace Prize 1936,1/1,501,Individual,Carlos Saavedra Lamas,1878-11-01,Buenos Aires,Argentina,Male,Self,Self,Self
193,1936,Physics,The Nobel Prize in Physics 1936,1/2,42,Individual,Victor Franz Hess,1883-06-24,Peggau,Austria,Male,Innsbruck University,Innsbruck,Austria
194,1936,Physics,The Nobel Prize in Physics 1936,1/2,43,Individual,Carl David Anderson,1905-09-03,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
195,1937,Chemistry,The Nobel Prize in Chemistry 1937,1/2,196,Individual,Walter Norman Haworth,1883-03-19,Chorley,United Kingdom,Male,Birmingham University,Birmingham,United Kingdom
196,1937,Chemistry,The Nobel Prize in Chemistry 1937,1/2,197,Individual,Paul Karrer,1889-04-21,Moscow,Russia,Male,University of Zurich,Zurich,Switzerland
197,1937,Literature,The Nobel Prize in Literature 1937,1/1,609,Individual,Roger Martin du Gard,1881-03-23,Neuilly-sur-Seine,France,Male,Self,Self,Self
198,1937,Medicine,The Nobel Prize in Physiology or Medicine 1937,1/1,332,Individual,Albert von Szent-Györgyi Nagyrápolt,1893-09-16,Budapest,Austria-Hungary (Hungary),Male,Szeged University,Szeged,Hungary
199,1937,Peace,The Nobel Peace Prize 1937,1/1,502,Individual,"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",1864-09-14,London,United Kingdom,Male,Self,Self,Self
200,1937,Physics,The Nobel Prize in Physics 1937,1/2,44,Individual,Clinton Joseph Davisson,1881-10-22,"Bloomington, IL",United States of America,Male,Bell Telephone Laboratories,"New York, NY",United States of America
201,1937,Physics,The Nobel Prize in Physics 1937,1/2,45,Individual,George Paget Thomson,1892-05-03,Cambridge,United Kingdom,Male,London University,London,United Kingdom
202,1938,Chemistry,The Nobel Prize in Chemistry 1938,1/1,198,Individual,Richard Kuhn,1900-12-03,Vienna,Austria-Hungary (Austria),Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Heidelberg,Germany
204,1938,Literature,The Nobel Prize in Literature 1938,1/1,610,Individual,Pearl Buck,1892-06-26,"Hillsboro, WV",United States of America,Female,Self,Self,Self
205,1938,Medicine,The Nobel Prize in Physiology or Medicine 1938,1/1,333,Individual,Corneille Jean François Heymans,1892-03-28,Ghent,Belgium,Male,Ghent University,Ghent,Belgium
207,1938,Physics,The Nobel Prize in Physics 1938,1/1,46,Individual,Enrico Fermi,1901-09-29,Rome,Italy,Male,Rome University,Rome,Italy
208,1939,Chemistry,The Nobel Prize in Chemistry 1939,1/2,199,Individual,Adolf Friedrich Johann Butenandt,1903-03-24,Bremerhaven-Lehe,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany
210,1939,Chemistry,The Nobel Prize in Chemistry 1939,1/2,200,Individual,Leopold Ruzicka,1887-09-13,Vukovar,Austria-Hungary (Croatia),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
211,1939,Literature,The Nobel Prize in Literature 1939,1/1,613,Individual,Frans Eemil Sillanpää,1888-09-16,Hämeenkyrö,Russian Empire (Finland),Male,Self,Self,Self
212,1939,Medicine,The Nobel Prize in Physiology or Medicine 1939,1/1,334,Individual,Gerhard Domagk,1895-10-30,Lagow,Germany (Poland),Male,Munster University,Munster,Germany
213,1939,Physics,The Nobel Prize in Physics 1939,1/1,47,Individual,Ernest Orlando Lawrence,1901-08-08,"Canton, SD",United States of America,Male,University of California,"Berkeley, CA",United States of America
214,1943,Chemistry,The Nobel Prize in Chemistry 1943,1/1,201,Individual,George de Hevesy,1885-08-01,Budapest,Austria-Hungary (Hungary),Male,Stockholm University,Stockholm,Sweden
215,1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,1/2,335,Individual,Henrik Carl Peter Dam,1895-02-21,Copenhagen,Denmark,Male,Polytechnic Institute,Copenhagen,Denmark
216,1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,1/2,336,Individual,Edward Adelbert Doisy,1893-11-13,"Hume, IL",United States of America,Male,Saint Louis University,"St. Louis, MO",United States of America
217,1943,Physics,The Nobel Prize in Physics 1943,1/1,48,Individual,Otto Stern,1888-02-17,Sorau (Zory),Germany (Poland),Male,Carnegie Institute of Technology,"Pittsburgh, PA",United States of America
218,1944,Chemistry,The Nobel Prize in Chemistry 1944,1/1,202,Individual,Otto Hahn,1879-03-08,Frankfurt-on-the-Main,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany
219,1944,Literature,The Nobel Prize in Literature 1944,1/1,614,Individual,Johannes Vilhelm Jensen,1873-01-20,Farsø,Denmark,Male,Self,Self,Self
220,1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,1/2,337,Individual,Joseph Erlanger,1874-01-05,"San Francisco, CA",United States of America,Male,Washington University,"St. Louis, MO",United States of America
221,1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,1/2,338,Individual,Herbert Spencer Gasser,1888-07-05,"Platteville, WI",United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America
223,1944,Physics,The Nobel Prize in Physics 1944,1/1,49,Individual,Isidor Isaac Rabi,1898-07-29,Rymanow,Austria-Hungary (Poland),Male,Columbia University,"New York, NY",United States of America
224,1945,Chemistry,The Nobel Prize in Chemistry 1945,1/1,203,Individual,Artturi Ilmari Virtanen,1895-01-15,Helsinki,Russian Empire (Finland),Male,University of Helsinki,Helsinki,Finland
225,1945,Literature,The Nobel Prize in Literature 1945,1/1,615,Individual,Gabriela Mistral,1889-04-07,Vicuña,Chile,Female,Self,Self,Self
226,1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,1/3,339,Individual,Sir Alexander Fleming,1881-08-06,Lochfield,Scotland,Male,London University,London,United Kingdom
227,1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,1/3,340,Individual,Ernst Boris Chain,1906-06-19,Berlin,Germany,Male,University of Oxford,Oxford,United Kingdom
228,1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,1/3,341,Individual,Sir Howard Walter Florey,1898-09-24,Adelaide,Australia,Male,University of Oxford,Oxford,United Kingdom
229,1945,Peace,The Nobel Peace Prize 1945,1/1,505,Individual,Cordell Hull,1871-10-02,"Olympus, TN",United States of America,Male,Self,Self,Self
230,1945,Physics,The Nobel Prize in Physics 1945,1/1,50,Individual,Wolfgang Pauli,1900-04-25,Vienna,Austria,Male,Princeton University,"Princeton, NJ",United States of America
231,1946,Chemistry,The Nobel Prize in Chemistry 1946,1/2,204,Individual,James Batcheller Sumner,1887-11-19,"Canton, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America
232,1946,Chemistry,The Nobel Prize in Chemistry 1946,1/4,205,Individual,John Howard Northrop,1891-07-05,"Yonkers, NY",United States of America,Male,Rockefeller Institute for Medical Research,"Princeton, NJ",United States of America
233,1946,Chemistry,The Nobel Prize in Chemistry 1946,1/4,206,Individual,Wendell Meredith Stanley,1904-08-16,"Ridgeville, IN",United States of America,Male,Rockefeller Institute for Medical Research,"Princeton, NJ",United States of America
234,1946,Literature,The Nobel Prize in Literature 1946,1/1,617,Individual,Hermann Hesse,1877-07-02,Calw,Germany,Male,Self,Self,Self
235,1946,Medicine,The Nobel Prize in Physiology or Medicine 1946,1/1,342,Individual,Hermann Joseph Muller,1890-12-21,"New York, NY",United States of America,Male,Indiana University,"Bloomington, IN",United States of America
236,1946,Peace,The Nobel Peace Prize 1946,1/2,506,Individual,Emily Greene Balch,1867-01-08,"Jamaica Plain, MA (Boston)",United States of America,Female,Self,Self,Self
237,1946,Peace,The Nobel Peace Prize 1946,1/2,507,Individual,John Raleigh Mott,1865-05-25,"Livingston Manor, NY",United States of America,Male,Self,Self,Self
238,1946,Physics,The Nobel Prize in Physics 1946,1/1,51,Individual,Percy Williams Bridgman,1882-04-21,"Cambridge, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
239,1947,Chemistry,The Nobel Prize in Chemistry 1947,1/1,207,Individual,Sir Robert Robinson,1886-09-13,"Rufford, near Chesterfield",United Kingdom,Male,University of Oxford,Oxford,United Kingdom
240,1947,Literature,The Nobel Prize in Literature 1947,1/1,618,Individual,André Paul Guillaume Gide,1869-11-22,Paris,France,Male,Self,Self,Self
241,1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,1/4,343,Individual,Carl Ferdinand Cori,1896-12-05,Prague,Austria-Hungary (Czech Republic),Male,Washington University,"St. Louis, MO",United States of America
242,1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,1/4,344,Individual,"Gerty Theresa Cori, née Radnitz",1896-08-15,Prague,Austria-Hungary (Czech Republic),Female,Washington University,"St. Louis, MO",United States of America
243,1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,1/2,345,Individual,Bernardo Alberto Houssay,1887-04-10,Buenos Aires,Argentina,Male,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina
246,1947,Physics,The Nobel Prize in Physics 1947,1/1,52,Individual,Sir Edward Victor Appleton,1892-09-06,Bradford,United Kingdom,Male,Department of Scientific and Industrial Research,London,United Kingdom
247,1948,Chemistry,The Nobel Prize in Chemistry 1948,1/1,208,Individual,Arne Wilhelm Kaurin Tiselius,1902-08-10,Stockholm,Sweden,Male,Uppsala University,Uppsala,Sweden
248,1948,Literature,The Nobel Prize in Literature 1948,1/1,619,Individual,Thomas Stearns Eliot,1888-09-26,"St. Louis, MO",United States of America,Male,Self,Self,Self
249,1948,Medicine,The Nobel Prize in Physiology or Medicine 1948,1/1,346,Individual,Paul Hermann Müller,1899-01-12,Olten,Switzerland,Male,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland
250,1948,Physics,The Nobel Prize in Physics 1948,1/1,53,Individual,Patrick Maynard Stuart Blackett,1897-11-18,London,United Kingdom,Male,Victoria University,Manchester,United Kingdom
251,1949,Chemistry,The Nobel Prize in Chemistry 1949,1/1,209,Individual,William Francis Giauque,1895-05-12,Niagara Falls,Canada,Male,University of California,"Berkeley, CA",United States of America
252,1949,Literature,The Nobel Prize in Literature 1949,1/1,620,Individual,William Faulkner,1897-09-25,"New Albany, MS",United States of America,Male,Self,Self,Self
253,1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,1/2,347,Individual,Walter Rudolf Hess,1881-03-17,Frauenfeld,Switzerland,Male,University of Zurich,Zurich,Switzerland
254,1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,1/2,348,Individual,Antonio Caetano de Abreu Freire Egas Moniz,1874-11-29,Avanca,Portugal,Male,University of Lisbon,Lisbon,Portugal
256,1949,Peace,The Nobel Peace Prize 1949,1/1,510,Individual,Lord (John) Boyd Orr of Brechin,1880-09-23,Kilmaurs,Scotland,Male,Self,Self,Self
257,1949,Physics,The Nobel Prize in Physics 1949,1/1,54,Individual,Hideki Yukawa,1907-01-23,Tokyo,Japan,Male,Kyoto Imperial University,Kyoto,Japan
259,1950,Chemistry,The Nobel Prize in Chemistry 1950,1/2,210,Individual,Otto Paul Hermann Diels,1876-01-23,Hamburg,Germany,Male,Kiel University,Kiel,Federal Republic of Germany
260,1950,Chemistry,The Nobel Prize in Chemistry 1950,1/2,211,Individual,Kurt Alder,1902-07-10,Königshütte (Chorzów),Prussia (Poland),Male,Cologne University,Cologne,Federal Republic of Germany
261,1950,Literature,The Nobel Prize in Literature 1950,1/1,621,Individual,Earl (Bertrand Arthur William) Russell,1872-05-18,Trelleck,United Kingdom,Male,Self,Self,Self
262,1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,1/3,349,Individual,Edward Calvin Kendall,1886-03-08,"South Norwalk, CT",United States of America,Male,Mayo Clinic,"Rochester, MN",United States of America
263,1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,1/3,350,Individual,Tadeus Reichstein,1897-07-20,Wloclawek,Poland,Male,Basel University,Basel,Switzerland
264,1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,1/3,351,Individual,Philip Showalter Hench,1896-02-28,"Pittsburgh, PA",United States of America,Male,Mayo Clinic,"Rochester, MN",United States of America
265,1950,Peace,The Nobel Peace Prize 1950,1/1,511,Individual,Ralph Bunche,1904-08-07,"Detroit, MI",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
266,1950,Physics,The Nobel Prize in Physics 1950,1/1,55,Individual,Cecil Frank Powell,1903-12-05,Tonbridge,United Kingdom,Male,Bristol University,Bristol,United Kingdom
267,1951,Chemistry,The Nobel Prize in Chemistry 1951,1/2,212,Individual,Edwin Mattison McMillan,1907-09-18,"Redondo Beach, CA",United States of America,Male,University of California,"Berkeley, CA",United States of America
268,1951,Chemistry,The Nobel Prize in Chemistry 1951,1/2,213,Individual,Glenn Theodore Seaborg,1912-04-19,"Ishpeming, MI",United States of America,Male,University of California,"Berkeley, CA",United States of America
269,1951,Literature,The Nobel Prize in Literature 1951,1/1,622,Individual,Pär Fabian Lagerkvist,1891-05-23,Växjö,Sweden,Male,Self,Self,Self
270,1951,Medicine,The Nobel Prize in Physiology or Medicine 1951,1/1,352,Individual,Max Theiler,1899-01-30,Pretoria,South Africa,Male,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",United States of America
271,1951,Peace,The Nobel Peace Prize 1951,1/1,512,Individual,Léon Jouhaux,1879-07-01,Paris,France,Male,Self,Self,Self
272,1951,Physics,The Nobel Prize in Physics 1951,1/2,56,Individual,Sir John Douglas Cockcroft,1897-05-27,Todmorden,United Kingdom,Male,Atomic Energy Research Establishment,"Harwell, Berkshire",United Kingdom
273,1951,Physics,The Nobel Prize in Physics 1951,1/2,57,Individual,Ernest Thomas Sinton Walton,1903-10-06,Dungarvan,Ireland,Male,Trinity College,Dublin,Ireland
274,1952,Chemistry,The Nobel Prize in Chemistry 1952,1/2,214,Individual,Archer John Porter Martin,1910-03-01,London,United Kingdom,Male,National Institute for Medical Research,London,United Kingdom
275,1952,Chemistry,The Nobel Prize in Chemistry 1952,1/2,215,Individual,Richard Laurence Millington Synge,1914-10-28,Liverpool,United Kingdom,Male,Rowett Research Institute,Bucksburn (Scotland),United Kingdom
276,1952,Literature,The Nobel Prize in Literature 1952,1/1,623,Individual,François Mauriac,1885-10-11,Bordeaux,France,Male,Self,Self,Self
277,1952,Medicine,The Nobel Prize in Physiology or Medicine 1952,1/1,353,Individual,Selman Abraham Waksman,1888-07-22,Priluka (Nova Pryluka),Russian Empire (Ukraine),Male,Rutgers University,"New Brunswick, NJ",United States of America
278,1952,Peace,The Nobel Peace Prize 1952,1/1,513,Individual,Albert Schweitzer,1875-01-14,Kaysersberg,Germany (France),Male,Self,Self,Self
279,1952,Physics,The Nobel Prize in Physics 1952,1/2,58,Individual,Felix Bloch,1905-10-23,Zurich,Switzerland,Male,Stanford University,"Stanford, CA",United States of America
280,1952,Physics,The Nobel Prize in Physics 1952,1/2,59,Individual,Edward Mills Purcell,1912-08-30,"Taylorville, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
281,1953,Chemistry,The Nobel Prize in Chemistry 1953,1/1,216,Individual,Hermann Staudinger,1881-03-23,Worms,Germany,Male,University of Freiburg,Breisgau,Federal Republic of Germany
283,1953,Literature,The Nobel Prize in Literature 1953,1/1,624,Individual,Sir Winston Leonard Spencer Churchill,1874-11-30,Woodstock,United Kingdom,Male,Self,Self,Self
284,1953,Medicine,The Nobel Prize in Physiology or Medicine 1953,1/2,354,Individual,Hans Adolf Krebs,1900-08-25,Hildesheim,Germany,Male,Sheffield University,Sheffield,United Kingdom
285,1953,Medicine,The Nobel Prize in Physiology or Medicine 1953,1/2,355,Individual,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Harvard Medical School,"Boston, MA",United States of America
287,1953,Peace,The Nobel Peace Prize 1953,1/1,514,Individual,George Catlett Marshall,1880-12-31,"Uniontown, PA",United States of America,Male,Self,Self,Self
288,1953,Physics,The Nobel Prize in Physics 1953,1/1,60,Individual,Frits Zernike,1888-07-16,Amsterdam,Netherlands,Male,Groningen University,Groningen,Netherlands
289,1954,Chemistry,The Nobel Prize in Chemistry 1954,1/1,217,Individual,Linus Carl Pauling,1901-02-28,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
290,1954,Literature,The Nobel Prize in Literature 1954,1/1,625,Individual,Ernest Miller Hemingway,1899-07-21,"Oak Park, IL",United States of America,Male,Self,Self,Self
291,1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,1/3,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,Harvard Medical School,"Boston, MA",United States of America
293,1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,1/3,357,Individual,Thomas Huckle Weller,1915-06-15,"Ann Arbor, MI",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America
294,1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,1/3,358,Individual,Frederick Chapman Robbins,1916-08-25,"Auburn, AL",United States of America,Male,Western Reserve University,"Cleveland, OH",United States of America
296,1954,Physics,The Nobel Prize in Physics 1954,1/2,61,Individual,Max Born,1882-12-11,Breslau (Wroclaw),Germany (Poland),Male,Edinburgh University,Edinburgh,United Kingdom
297,1954,Physics,The Nobel Prize in Physics 1954,1/2,62,Individual,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany
299,1955,Chemistry,The Nobel Prize in Chemistry 1955,1/1,218,Individual,Vincent du Vigneaud,1901-05-18,"Chicago, IL",United States of America,Male,Cornell University,"Ithaca, NY",United States of America
300,1955,Literature,The Nobel Prize in Literature 1955,1/1,626,Individual,Halldór Kiljan Laxness,1902-04-23,Reykjavik,Iceland,Male,Self,Self,Self
301,1955,Medicine,The Nobel Prize in Physiology or Medicine 1955,1/1,359,Individual,Axel Hugo Theodor Theorell,1903-07-06,Linköping,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden
302,1955,Physics,The Nobel Prize in Physics 1955,1/2,63,Individual,Willis Eugene Lamb,1913-07-12,"Los Angeles, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America
303,1955,Physics,The Nobel Prize in Physics 1955,1/2,64,Individual,Polykarp Kusch,1911-01-26,Blankenburg,Germany,Male,Columbia University,"New York, NY",United States of America
304,1956,Chemistry,The Nobel Prize in Chemistry 1956,1/2,219,Individual,Sir Cyril Norman Hinshelwood,1897-05-19,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
305,1956,Chemistry,The Nobel Prize in Chemistry 1956,1/2,220,Individual,Nikolay Nikolaevich Semenov,1896-04-03,Saratov,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Union of Soviet Socialist Republics
306,1956,Literature,The Nobel Prize in Literature 1956,1/1,627,Individual,Juan Ramón Jiménez,1881-12-24,Moguer,Spain,Male,Self,Self,Self
307,1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,1/3,360,Individual,André Frédéric Cournand,1895-09-24,Paris,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",United States of America
308,1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,1/3,361,Individual,Werner Forssmann,1904-08-29,Berlin,Germany,Male,Mainz University,Mainz,Federal Republic of Germany
310,1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,1/3,362,Individual,Dickinson W. Richards,1895-10-30,"Orange, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America
311,1956,Physics,The Nobel Prize in Physics 1956,1/3,65,Individual,William Bradford Shockley,1910-02-13,London,United Kingdom,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",United States of America
312,1956,Physics,The Nobel Prize in Physics 1956,1/3,66,Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,"Urbana, IL",United States of America
313,1956,Physics,The Nobel Prize in Physics 1956,1/3,67,Individual,Walter Houser Brattain,1902-02-10,Amoy,China,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America
314,1957,Chemistry,The Nobel Prize in Chemistry 1957,1/1,221,Individual,Lord (Alexander R.) Todd,1907-10-02,Glasgow,Scotland,Male,University of Cambridge,Cambridge,United Kingdom
315,1957,Literature,The Nobel Prize in Literature 1957,1/1,628,Individual,Albert Camus,1913-11-07,Mondovi,French Algeria (Algeria),Male,Self,Self,Self
316,1957,Medicine,The Nobel Prize in Physiology or Medicine 1957,1/1,363,Individual,Daniel Bovet,1907-03-23,Neuchâtel,Switzerland,Male,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy
317,1957,Peace,The Nobel Peace Prize 1957,1/1,516,Individual,Lester Bowles Pearson,1897-04-23,Toronto,Canada,Male,Self,Self,Self
318,1957,Physics,The Nobel Prize in Physics 1957,1/2,68,Individual,Chen Ning Yang,1922-09-22,"Hofei, Anhwei",China,Male,Institute for Advanced Study,"Princeton, NJ",United States of America
319,1957,Physics,The Nobel Prize in Physics 1957,1/2,69,Individual,Tsung-Dao (T.D.) Lee,1926-11-24,Shanghai,China,Male,Columbia University,"New York, NY",United States of America
320,1958,Chemistry,The Nobel Prize in Chemistry 1958,1/1,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
321,1958,Literature,The Nobel Prize in Literature 1958,1/1,629,Individual,Boris Leonidovich Pasternak,1890-02-10,Moscow,Russia,Male,Self,Self,Self
322,1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,1/4,364,Individual,George Wells Beadle,1903-10-22,"Wahoo, NE",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
323,1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,1/4,365,Individual,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America
324,1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,1/2,366,Individual,Joshua Lederberg,1925-05-23,"Montclair, NJ",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America
325,1958,Peace,The Nobel Peace Prize 1958,1/1,517,Individual,Georges Pire,1910-02-10,Dinant,Belgium,Male,Self,Self,Self
326,1958,Physics,The Nobel Prize in Physics 1958,1/3,70,Individual,Pavel Alekseyevich Cherenkov,1904-07-28,Novaya Chigla,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics
327,1958,Physics,The Nobel Prize in Physics 1958,1/3,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,Russia,Male,University of Moscow,Moscow,Union of Soviet Socialist Republics
329,1958,Physics,The Nobel Prize in Physics 1958,1/3,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),Russia,Male,University of Moscow,Moscow,Union of Soviet Socialist Republics
